01-01-2021:0
24-11-2021:40
25-11-2021:106
26-11-2021:11
27-11-2021:392
28-11-2021:501
29-11-2021:110
30-11-2021:4
01-12-2021:22
02-12-2021:204
03-12-2021:10
04-12-2021:62
05-12-2021:245
06-12-2021:110
07-12-2021:139
08-12-2021:48
09-12-2021:422
10-12-2021:248
11-12-2021:21
12-12-2021:0
13-12-2021:0
14-12-2021:0
15-12-2021:0
16-12-2021:0
17-12-2021:0
18-12-2021:0
19-12-2021:0
20-12-2021:0
21-12-2021:0
22-12-2021:0
23-12-2021:0
24-12-2021:0
25-12-2021:0
26-12-2021:29
27-12-2021:1
28-12-2021:0
29-12-2021:0
30-12-2021:0
31-12-2021:0
